rank,recording_id,domain,start_frame_index,end_frame_index,start_timestamp_ns,end_timestamp_ns,duration_s,frame_count,expected_frame_count,missing_frame_estimate,largest_gap_ms,gaps_over_1p5_periods,mean_blur_variance,low_sharpness_fraction,mean_luminance,dark_fraction,clipped_fraction,mean_frame_difference,visual_diversity,static_structure_fraction,semantic_diversity,traffic_class_fraction,lane_marking_fraction,cockpit_proxy_fraction,mirror_proxy_fraction,instrument_proxy_fraction,hand_tracked_fraction,hand_proxy_frames,median_speed_mps,moving_fraction,gps_coverage,passes_quality_gate,rejection_reasons,score,score_components,rationale
126,motorcycle_5ab8604a14df,motorcycle,7350,7799,2664856166041,2694787214290,29.931048249,450,450,0,66.76249,0,444.1435546875,0.0,0.3156268894672394,0.05777743086218834,0.0005417587235569954,0.016917254775762558,0.2139945652173913,0.070068359375,0.481581985462933,0.04337497800588608,0.017753995954990387,0.008245622739195824,0.0,0.0,0.0,0,11.444000244140625,1.0,1.0,True,[],0.37563006224270984,"{'motion': 0.028163173198479625, 'visual_diversity': 0.086605415860735, 'semantic_diversity': 0.12078239108588777, 'traffic': 0.06818845538492815, 'cockpit': 0.012626053249046022, 'sharpness': 0.009264573463633238, 'hands': 0.0, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.121, visual_diversity 0.087, traffic 0.068', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 4.34% of the sampled pixels', 'cockpit proxy covers 0.82% of the sampled pixels', ""hand tracking reports a hand in 0.0% of the window's frames (proxy signal, not visibility ground truth)""]"
127,motorcycle_5ab8604a14df,motorcycle,1350,1799,2264887442019,2294818548802,29.931106783,450,450,0,66.731209,0,386.54693603515625,0.0,0.32073187828063965,0.04966757073998451,4.643481588573195e-05,0.017328012734651566,0.2626245471014493,0.045735677083333336,0.45201792902152127,0.025208648294210434,0.03845260292291641,0.00640733540058136,0.0,0.0,0.09555555555555556,43,10.5,0.8711111111111111,1.0,True,[],0.37431312011703743,"{'motion': 0.03104973162509559, 'visual_diversity': 0.12814313346228243, 'semantic_diversity': 0.10631559479500548, 'traffic': 0.03941948608559376, 'cockpit': 0.009337927495476633, 'sharpness': 0.0052694688758058, 'hands': 0.004777777777777778, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.128, semantic_diversity 0.106, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.52% of the sampled pixels', 'cockpit proxy covers 0.64% of the sampled pixels', ""hand tracking reports a hand in 9.6% of the window's frames (proxy signal, not visibility ground truth)""]"
128,motorcycle_5ab8604a14df,motorcycle,5100,5549,2514868051769,2544798981489,29.93092972,450,450,0,66.730709,0,529.96435546875,0.0,0.3124583959579468,0.06463456153869629,0.0004926169640384614,0.022193510085344315,0.18789628623188406,0.07316080729166667,0.405490088867232,0.028679514303803444,0.015033410862088203,0.013146520592272282,0.0,0.0,0.5333333333333333,240,16.83300018310547,1.0,1.0,True,[],0.37129504472310987,"{'motion': 0.0652415033811599, 'visual_diversity': 0.06431334622823985, 'semantic_diversity': 0.08354778596265654, 'traffic': 0.044916096532331834, 'cockpit': 0.02139223909377881, 'sharpness': 0.015217406858276354, 'hands': 0.02666666666666667, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.084, motion 0.065, visual_diversity 0.064', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.87% of the sampled pixels', 'cockpit proxy covers 1.31% of the sampled pixels', ""hand tracking reports a hand in 53.3% of the window's frames (proxy signal, not visibility ground truth)""]"
129,motorcycle_5ab8604a14df,motorcycle,5025,5474,2509868299060,2539799330540,29.93103148,450,450,0,66.730709,0,533.4505615234375,0.0,0.3171805739402771,0.05749550834298134,0.0005115483654662967,0.021283425390720367,0.19384057971014493,0.06429036458333333,0.41733386553315327,0.025481047108769417,0.014900038950145245,0.012783022597432137,0.0,0.0,0.5333333333333333,240,16.916000366210938,1.0,1.0,True,[],0.37029889377683145,"{'motion': 0.058845978748341236, 'visual_diversity': 0.0693907156673114, 'semantic_diversity': 0.08934338795253038, 'traffic': 0.0398508683877759, 'cockpit': 0.02074205394965136, 'sharpness': 0.015459222404554558, 'hands': 0.02666666666666667, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.089, visual_diversity 0.069, motion 0.059', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.55% of the sampled pixels', 'cockpit proxy covers 1.28% of the sampled pixels', ""hand tracking reports a hand in 53.3% of the window's frames (proxy signal, not visibility ground truth)""]"
130,motorcycle_5ab8604a14df,motorcycle,1575,2024,2279886504176,2309817498645,29.930994469,450,450,0,66.71229,0,384.0431823730469,0.0,0.3220655620098114,0.050272148102521896,5.011495522921905e-05,0.01986335776746273,0.2602468297101449,0.08479817708333333,0.45060689363794504,0.017023833468556404,0.05324435979127884,0.004395435564219952,0.0,0.0,0.042222222222222223,19,13.833000183105469,1.0,1.0,True,[],0.3700077510811521,"{'motion': 0.04886660263262129, 'visual_diversity': 0.12611218568665378, 'semantic_diversity': 0.10562512251513151, 'traffic': 0.026457666599919657, 'cockpit': 0.005739262843557707, 'sharpness': 0.005095799692157015, 'hands': 0.0021111111111111113, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.126, semantic_diversity 0.106, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.70% of the sampled pixels', 'cockpit proxy covers 0.44% of the sampled pixels', ""hand tracking reports a hand in 4.2% of the window's frames (proxy signal, not visibility ground truth)""]"
131,motorcycle_5ab8604a14df,motorcycle,5175,5624,2519867602207,2549798702310,29.931100103,450,450,0,66.730709,0,525.4722900390625,0.0,0.3107047975063324,0.06562727689743042,0.0004967411514371634,0.021535977721214294,0.1852355072463768,0.06852213541666667,0.4048447278488536,0.03044569306075573,0.015545654110610485,0.01073540560901165,0.0,0.0,0.64,288,16.83300018310547,1.0,1.0,True,[],0.3675917851999238,"{'motion': 0.06062076373295971, 'visual_diversity': 0.062040618955512564, 'semantic_diversity': 0.08323198672835803, 'traffic': 0.047713092031276244, 'cockpit': 0.017079502393295545, 'sharpness': 0.014905821358521754, 'hands': 0.032, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.083, visual_diversity 0.062, motion 0.061', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 3.04% of the sampled pixels', 'cockpit proxy covers 1.07% of the sampled pixels', ""hand tracking reports a hand in 64.0% of the window's frames (proxy signal, not visibility ground truth)""]"
132,motorcycle_5ab8604a14df,motorcycle,7125,7574,2649857251114,2679788419686,29.931168572,450,450,0,66.712322,0,429.4186096191406,0.0,0.3120216131210327,0.06046137586236,0.00015135166177060455,0.01753000169992447,0.21229619565217392,0.202880859375,0.45503487552657323,0.04259824380278587,0.019168201833963394,0.00871717743575573,0.0,0.0,0.04888888888888889,22,14.25,1.0,1.0,True,[],0.36653137437117056,"{'motion': 0.03246918786976324, 'visual_diversity': 0.08515473887814314, 'semantic_diversity': 0.10779189932701616, 'traffic': 0.06695838619663357, 'cockpit': 0.01346951830992376, 'sharpness': 0.008243199345246243, 'hands': 0.002444444444444445, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.108, visual_diversity 0.085, traffic 0.067', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 4.26% of the sampled pixels', 'cockpit proxy covers 0.87% of the sampled pixels', ""hand tracking reports a hand in 4.9% of the window's frames (proxy signal, not visibility ground truth)""]"
133,motorcycle_5ab8604a14df,motorcycle,4950,5399,2504868793354,2534799837560,29.931044206,450,450,0,66.730709,0,512.587646484375,0.0,0.31629157066345215,0.05798254534602165,0.0004939649370498955,0.020608020946383476,0.21195652173913043,0.06494140625,0.41025781969310265,0.021256284788250923,0.015358706936240196,0.012664344161748886,0.0,0.0,0.4688888888888889,211,17.666000366210938,1.0,1.0,True,[],0.3659917353650932,"{'motion': 0.05409964493305092, 'visual_diversity': 0.08486460348162476, 'semantic_diversity': 0.08588081461061355, 'traffic': 0.033160355806257286, 'cockpit': 0.020529775046040165, 'sharpness': 0.014012097043062161, 'hands': 0.02344444444444445, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.086, visual_diversity 0.085, motion 0.054', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.13% of the sampled pixels', 'cockpit proxy covers 1.27% of the sampled pixels', ""hand tracking reports a hand in 46.9% of the window's frames (proxy signal, not visibility ground truth)""]"
134,motorcycle_5ab8604a14df,motorcycle,7425,7874,2669855892831,2699786271039,29.930378208,450,450,0,66.76249,0,469.5248718261719,0.0,0.310502827167511,0.06066041439771652,0.0007867227541282773,0.019147148355841637,0.17583786231884058,0.06363932291666667,0.4596976279100173,0.053137656301259995,0.017874032258987427,0.007894331589341164,0.0,0.0,0.0,0,10.055000305175781,1.0,1.0,True,[],0.36459247374692055,"{'motion': 0.043833516194251965, 'visual_diversity': 0.05401353965183752, 'semantic_diversity': 0.11007355810478875, 'traffic': 0.08364904630321243, 'cockpit': 0.011997702363645965, 'sharpness': 0.011025111129183938, 'hands': 0.0, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.110, traffic 0.084, visual_diversity 0.054', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 5.31% of the sampled pixels', 'cockpit proxy covers 0.79% of the sampled pixels', ""hand tracking reports a hand in 0.0% of the window's frames (proxy signal, not visibility ground truth)""]"
135,motorcycle_5ab8604a14df,motorcycle,1425,1874,2269887239102,2299818141926,29.930902824,450,450,0,66.68672,0,371.56500244140625,0.0,0.3254008889198303,0.04954648017883301,5.244784915703349e-05,0.017966927960515022,0.251754981884058,0.12638346354166666,0.45222083643532357,0.025203898549079895,0.04938693717122078,0.005845359526574612,0.0,0.0,0.0,0,12.277000427246094,1.0,1.0,True,[],0.3627882873433636,"{'motion': 0.035539641288922084, 'visual_diversity': 0.11885880077369443, 'semantic_diversity': 0.1064148849660686, 'traffic': 0.0394119641879948, 'cockpit': 0.008332726999672208, 'sharpness': 0.004230269127011501, 'hands': 0.0, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.119, semantic_diversity 0.106, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.52% of the sampled pixels', 'cockpit proxy covers 0.58% of the sampled pixels', ""hand tracking reports a hand in 0.0% of the window's frames (proxy signal, not visibility ground truth)""]"
136,motorcycle_5ab8604a14df,motorcycle,8850,9299,2764847664571,2794779300769,29.931636198,450,450,0,66.78801,0,542.5787353515625,0.0,0.2908455431461334,0.08458186686038971,0.0010654687648639083,0.027225714176893234,0.2006340579710145,0.074462890625,0.3908189106683134,0.016159620136022568,0.021608253940939903,0.008395272307097912,0.0,0.0,0.1,45,19.33300018310547,1.0,1.0,True,[],0.36124202011119716,"{'motion': 0.10060478925442747, 'visual_diversity': 0.07519342359767893, 'semantic_diversity': 0.07636863087033685, 'traffic': 0.025089061756434845, 'cockpit': 0.012893729899966254, 'sharpness': 0.01609238473235285, 'hands': 0.005000000000000001, 'continuity': 0.05}","['strongest contributions: motion 0.101, semantic_diversity 0.076, visual_diversity 0.075', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.62% of the sampled pixels', 'cockpit proxy covers 0.84% of the sampled pixels', ""hand tracking reports a hand in 10.0% of the window's frames (proxy signal, not visibility ground truth)""]"
137,motorcycle_5ab8604a14df,motorcycle,1650,2099,2284886073165,2314817078312,29.931005147,450,450,0,66.71229,0,376.1439514160156,0.0,0.31921395659446716,0.051147159188985825,4.977377102477476e-05,0.019875643774867058,0.24422554347826086,0.111572265625,0.4480059044029511,0.017061812803149223,0.052550144493579865,0.006874140817672014,0.0,0.0,0.051111111111111114,23,15.75,1.0,1.0,True,[],0.35952691539463566,"{'motion': 0.04895294125962769, 'visual_diversity': 0.1124274661508704, 'semantic_diversity': 0.10435236140090473, 'traffic': 0.02651781228307368, 'cockpit': 0.010172897568761455, 'sharpness': 0.004547881175842171, 'hands': 0.0025555555555555557, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.112, semantic_diversity 0.104, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.71% of the sampled pixels', 'cockpit proxy covers 0.69% of the sampled pixels', ""hand tracking reports a hand in 5.1% of the window's frames (proxy signal, not visibility ground truth)""]"
138,motorcycle_5ab8604a14df,motorcycle,1500,1949,2274886928718,2304817621404,29.930692686,450,450,0,66.699321,0,376.96832275390625,0.0,0.3257094621658325,0.04951095953583717,4.772081956616603e-05,0.018579892814159393,0.26336050724637683,0.13028971354166666,0.4348829722900052,0.022879593074321747,0.04808485135436058,0.001589174848049879,0.0,0.0,0.011111111111111112,5,12.541000366210938,1.0,1.0,True,[],0.35816121512146715,"{'motion': 0.03984718743676115, 'visual_diversity': 0.1287717601547389, 'semantic_diversity': 0.09793082090651103, 'traffic': 0.0357310955751888, 'cockpit': 0.000719733013676143, 'sharpness': 0.004605062479035675, 'hands': 0.0005555555555555556, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.129, semantic_diversity 0.098, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.29% of the sampled pixels', 'cockpit proxy covers 0.16% of the sampled pixels', ""hand tracking reports a hand in 1.1% of the window's frames (proxy signal, not visibility ground truth)""]"
139,motorcycle_5ab8604a14df,motorcycle,7650,8099,2684854643270,2714785559550,29.93091628,450,450,0,66.76249,0,546.3565063476562,0.0,0.2900485098361969,0.07424621284008026,0.0009731343016028404,0.023993974551558495,0.1819519927536232,0.061279296875,0.4066850410080771,0.03934009373188019,0.016850676387548447,0.00434027798473835,0.0,0.0,0.0022222222222222222,1,8.833000183105469,1.0,1.0,True,[],0.35516735593428767,"{'motion': 0.07789407836918953, 'visual_diversity': 0.05923597678916829, 'semantic_diversity': 0.08413252064658665, 'traffic': 0.06179864172154201, 'cockpit': 0.005640603045500945, 'sharpness': 0.016354424251189107, 'hands': 0.00011111111111111112, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.084, motion 0.078, traffic 0.062', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 3.93% of the sampled pixels', 'cockpit proxy covers 0.43% of the sampled pixels', ""hand tracking reports a hand in 0.2% of the window's frames (proxy signal, not visibility ground truth)""]"
140,motorcycle_5ab8604a14df,motorcycle,525,974,2209825257092,2239822542207,29.997285115,450,450,1,133.316917,1,447.89776611328125,0.022222222222222223,0.30710092186927795,0.054697129875421524,0.0005314516602084041,0.026189275085926056,0.2736639492753623,0.044677734375,0.3232520585350287,0.00037693034391850233,0.004996132105588913,0.007077015470713377,0.0,0.0,0.15333333333333332,69,5.361000061035156,1.0,1.0,True,[],0.3519107417745059,"{'motion': 0.09332132236848478, 'visual_diversity': 0.1375725338491296, 'semantic_diversity': 0.043305648198608486, 'traffic': 9.492561025791262e-05, 'cockpit': 0.010535777384881248, 'sharpness': 0.009524978807588312, 'hands': 0.007666666666666666, 'continuity': 0.04988888888888889}","['strongest contributions: visual_diversity 0.138, motion 0.093, continuity 0.050', '450 frames over 30.00 s (1 estimated missing, largest interval 133.3 ms)', 'external traffic proxy covers 0.04% of the sampled pixels', 'cockpit proxy covers 0.71% of the sampled pixels', ""hand tracking reports a hand in 15.3% of the window's frames (proxy signal, not visibility ground truth)""]"
